id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
15280267,17352708,22500.0,22500.0,22500.0, 60 months,24.08,648.33,F,F2,Project Manager,1 year,MORTGAGE,82500.0,Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15280267,,debt_consolidation,Debt consolidation,301xx,GA,9.12,0.0,Jul-2004,0.0,28.0,,11.0,0.0,9532.0,45.4,21.0,w,17714.37,17714.37,12966.6,12966.6,4785.63,8180.97,0.0,0.0,0.0,Jan-2016,648.33,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,354.0,20271.0,,,,,,,,,,,,21000.0,,,
46724115,49871907,15250.0,15250.0,15250.0, 60 months,17.57,383.7,D,D4,"Director, Human Resources",3 years,RENT,65000.0,Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46724115,,medical,Medical expenses,100xx,NY,30.63,0.0,May-2002,1.0,,,13.0,0.0,1941.0,7.2,20.0,w,13898.96,13898.96,3054.71,3054.71,1351.04,1703.67,0.0,0.0,0.0,Dec-2015,383.7,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,131832.0,,,,,,,,,,,,27100.0,,,
28472443,30995560,17000.0,17000.0,17000.0, 36 months,9.17,541.95,B,B1,Prepress Manager,10+ years,MORTGAGE,75000.0,Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28472443,,debt_consolidation,Debt consolidation,347xx,FL,24.19,0.0,Apr-2002,1.0,,,14.0,0.0,33340.0,44.5,22.0,f,10477.09,10477.09,8129.25,8129.25,6522.91,1606.34,0.0,0.0,0.0,Jan-2016,541.95,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,146793.0,,,,,,,,,,,,74900.0,,,
23893842,26266747,14500.0,14500.0,14500.0, 36 months,19.52,535.34,E,E2,Nursing Assistant ,2 years,RENT,33000.0,Verified,Aug-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23893842,,debt_consolidation,Debt consolidation,553xx,MN,32.12,0.0,Feb-1994,0.0,,,11.0,0.0,20736.0,53.2,19.0,f,0.0,0.0,6388.74,6388.74,3575.65,2786.32,26.77,0.0,0.0,Nov-2015,200.0,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,136689.0,,,,,,,,,,,,39000.0,,,
9828100,11679974,12000.0,12000.0,12000.0, 60 months,14.47,282.16,C,C2,Graphic Designer,< 1 year,RENT,70000.0,Source Verified,Dec-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9828100,,credit_card,Personal Loan Credit,112xx,NY,6.05,1.0,Jan-2000,0.0,9.0,,5.0,0.0,8662.0,76.0,13.0,f,8200.41,8200.41,6771.69,6771.69,3799.59,2972.1,0.0,0.0,0.0,Jan-2016,282.16,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,73680.0,,,,,,,,,,,,11400.0,,,
46712267,49859985,20000.0,20000.0,20000.0, 60 months,14.65,472.14,C,C5,Business Analyst,10+ years,RENT,77000.0,Source Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46712267,,debt_consolidation,Debt consolidation,152xx,PA,16.04,0.0,Oct-1992,0.0,,77.0,15.0,1.0,23704.0,85.9,20.0,w,18096.35,18096.35,3760.84,3760.84,1903.65,1857.19,0.0,0.0,0.0,Dec-2015,472.14,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,42279.0,,,,,,,,,,,,27600.0,,,
65626424,70259239,6000.0,6000.0,6000.0, 36 months,10.99,196.41,B,B4,Dispatch,3 years,RENT,43680.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65626424,,debt_consolidation,Debt consolidation,541xx,WI,19.51,1.0,Oct-1986,3.0,4.0,,12.0,0.0,4471.0,18.6,52.0,w,5858.54,5858.54,189.08,189.08,141.46,47.62,0.0,0.0,0.0,Dec-2015,196.41,Feb-2016,Jan-2016,1.0,4.0,1.0,INDIVIDUAL,,,,0.0,0.0,57363.0,,,,,,,,,,,,24100.0,,,
53995665,57536394,20000.0,20000.0,20000.0, 36 months,6.89,616.54,A,A3,Radiology tech,10+ years,MORTGAGE,128000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53995665,,credit_card,Credit card refinancing,760xx,TX,18.07,1.0,Aug-1993,1.0,15.0,,23.0,0.0,17013.0,27.9,43.0,w,16946.22,16946.22,3691.58,3691.58,3053.78,637.8,0.0,0.0,0.0,Jan-2016,616.54,Feb-2016,Jan-2016,0.0,50.0,1.0,INDIVIDUAL,,,,0.0,0.0,261030.0,,,,,,,,,,,,61000.0,,,
860728,1073499,13800.0,13800.0,13800.0, 60 months,17.49,346.62,D,D5,"US Airways, INC",10+ years,MORTGAGE,62000.0,Verified,Aug-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=860728,"  Borrower added on 08/22/11 > &quot;How will the Funds be used?&quot;<br/>     The funds from this loan will be used to cover expenses associated<br/>     with all aspects of a wedding - ceremony, reception, pictures, etc.<br/>     Any amount left over will be put back towards the balance of the<br/>     loan.<br/><br/>&quot;What makes you a good borrower?&quot;<br/>     I have obtained many loans for many reasons and always fulfill my<br/>     financial obligations.<br/><br/>&quot;How stable is your job?&quot;<br/>     I have worked in the same industry since 1986 (same company for<br/>     23 years).<br/>",wedding,Wedding Expenses,297xx,SC,9.7,0.0,Jan-1994,0.0,51.0,,10.0,0.0,5364.0,38.6,31.0,f,0.0,0.0,19337.4558331,19337.46,13800.0,5537.46,0.0,0.0,0.0,Aug-2014,7578.19,,Oct-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
21011045,23293712,13000.0,13000.0,13000.0, 60 months,16.29,318.15,D,D2,Senior Communications Coordinator,3 years,RENT,56000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21011045,,debt_consolidation,Debt consolidation,432xx,OH,27.07,0.0,Apr-2004,1.0,,,7.0,0.0,20407.0,99.5,18.0,f,10311.34,10311.34,5408.55,5408.55,2688.66,2719.89,0.0,0.0,0.0,Dec-2015,318.15,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,39137.0,,,,,,,,,,,,20500.0,,,
64771272,69271990,7000.0,7000.0,7000.0, 36 months,9.99,225.84,B,B3,Services Technician,10+ years,RENT,70000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64771272,,debt_consolidation,Debt consolidation,280xx,NC,14.02,2.0,Aug-1989,0.0,20.0,,4.0,0.0,11061.0,92.2,17.0,w,6663.48,6663.48,443.91,443.91,336.52,107.39,0.0,0.0,0.0,Jan-2016,225.84,Feb-2016,Jan-2016,0.0,21.0,1.0,INDIVIDUAL,,,,0.0,0.0,33978.0,,,,,,,,,,,,12000.0,,,
34773457,37466770,12000.0,12000.0,12000.0, 60 months,17.14,299.14,D,D4,,,RENT,40000.0,Source Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34773457,,debt_consolidation,Debt consolidation,328xx,FL,28.3,3.0,Feb-1991,1.0,4.0,,7.0,0.0,1933.0,96.6,30.0,w,10035.74,10035.74,4176.53,4176.53,1964.26,2212.27,0.0,0.0,0.0,Jan-2016,299.14,Feb-2016,Jan-2016,0.0,49.0,1.0,INDIVIDUAL,,,,0.0,0.0,83334.0,,,,,,,,,,,,2000.0,,,
10158543,6467255,12000.0,12000.0,12000.0, 36 months,16.24,423.31,C,C5,security guard,5 years,RENT,37000.0,Verified,Dec-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10158543,,debt_consolidation,Debt consolidation,948xx,CA,33.71,0.0,Sep-1995,0.0,79.0,,12.0,0.0,15755.0,50.8,21.0,f,0.0,0.0,14519.31,14519.31,11999.96,2519.35,0.0,0.0,0.0,Aug-2015,6899.79,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,36136.0,,,,,,,,,,,,31000.0,,,
46537909,49675707,10575.0,10575.0,10575.0, 60 months,17.86,267.74,D,D5,Software Developer,1 year,RENT,73000.0,Verified,Apr-2015,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46537909,,debt_consolidation,Debt consolidation,958xx,CA,20.78,0.0,Nov-2001,0.0,,,8.0,0.0,16183.0,56.6,19.0,w,10123.65,10123.65,1060.47,1060.47,451.35,609.12,0.0,0.0,0.0,Aug-2015,267.74,Feb-2016,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,110.0,43310.0,,,,,,,,,,,,28600.0,,,
55988447,59650194,10000.0,10000.0,10000.0, 60 months,11.53,220.08,B,B5,Systems Analyst,9 years,MORTGAGE,83000.0,Source Verified,Jul-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55988447,,debt_consolidation,Debt consolidation,840xx,UT,11.31,0.0,Mar-2003,1.0,,107.0,12.0,1.0,6751.0,28.0,29.0,w,0.0,0.0,10364.33,10364.33,10000.0,364.33,0.0,0.0,0.0,Nov-2015,9716.9,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,70016.0,,,,,,,,,,,,24100.0,,,
39590983,42414772,15000.0,15000.0,15000.0, 60 months,11.44,329.44,B,B4,medical assistant,10+ years,RENT,51000.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39590983,,credit_card,Credit card refinancing,919xx,CA,24.78,0.0,Dec-2003,0.0,,70.0,5.0,1.0,9028.0,54.7,18.0,w,12848.55,12848.55,3604.77,3604.77,2151.45,1453.32,0.0,0.0,0.0,Dec-2015,329.44,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,44958.0,,,,,,,,,,,,16500.0,,,
1601514,1872405,8875.0,8875.0,8875.0, 36 months,14.33,304.76,C,C1,Vertec Tool,10+ years,RENT,41000.0,Source Verified,Oct-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1601514,,debt_consolidation,Debt consolidation,809xx,CO,3.86,0.0,Sep-2004,0.0,,,6.0,0.0,4666.0,74.1,9.0,f,0.0,0.0,10967.3837758,10967.38,8875.0,2092.38,0.0,0.0,0.0,Oct-2015,313.26,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,4666.0,,,,,,,,,,,,6300.0,,,
55555208,59156976,9200.0,9200.0,9200.0, 36 months,12.69,308.62,C,C2,Administrative assistant,2 years,RENT,23000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55555208,,debt_consolidation,Debt consolidation,292xx,SC,33.87,0.0,Aug-2003,0.0,54.0,,9.0,0.0,6819.0,47.0,18.0,f,8120.76,8120.76,1536.61,1536.61,1079.24,457.37,0.0,0.0,0.0,Dec-2015,308.62,Jan-2016,Jan-2016,0.0,74.0,1.0,INDIVIDUAL,,,,0.0,0.0,34803.0,,,,,,,,,,,,14500.0,,,
20127414,22390140,3600.0,3600.0,3600.0, 36 months,16.99,128.34,D,D3,District Parts Mgr.,10+ years,MORTGAGE,62000.0,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20127414,,credit_card,Credit card refinancing,775xx,TX,6.93,0.0,May-2000,1.0,44.0,,10.0,0.0,9639.0,52.1,23.0,w,2026.38,2026.38,2310.12,2310.12,1573.62,736.5,0.0,0.0,0.0,Jan-2016,128.34,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,9639.0,,,,,,,,,,,,18500.0,,,
16091888,18194364,15000.0,15000.0,15000.0, 60 months,13.98,348.87,C,C3,Sr Financial Analyst,2 years,RENT,65000.0,Source Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16091888,,debt_consolidation,Debt consolidation,282xx,NC,13.57,0.0,Dec-2006,1.0,38.0,,6.0,0.0,6617.0,25.9,19.0,w,11103.86,11103.86,6977.4,6977.4,3896.14,3081.26,0.0,0.0,0.0,Jan-2016,348.87,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,20468.0,,,,,,,,,,,,25500.0,,,
60880430,64922153,15000.0,15000.0,15000.0, 36 months,8.18,471.3,B,B1,Transportation Director,5 years,OWN,58000.0,Not Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60880430,,debt_consolidation,Debt consolidation,761xx,TX,29.16,0.0,Oct-1994,0.0,,113.0,19.0,1.0,22429.0,41.3,29.0,f,13885.29,13885.29,1407.08,1407.08,1114.71,292.37,0.0,0.0,0.0,Dec-2015,471.3,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,63560.0,,,,,,,,,,,,54300.0,,,
11244722,13156876,14000.0,14000.0,13975.0, 36 months,17.57,503.12,D,D2,,,MORTGAGE,42000.0,Verified,Jan-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11244722,,debt_consolidation,Debt consolidation,672xx,KS,26.63,1.0,Aug-1998,4.0,22.0,,12.0,0.0,11161.0,61.7,33.0,f,0.0,0.0,6144.59,6133.62,2841.03,1687.05,0.0,1616.51,290.9718,Nov-2014,503.12,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,54435.0,,,,,,,,,,,,18100.0,,,
24054950,26427676,13500.0,13500.0,13500.0, 36 months,17.57,485.16,D,D4,osc specialist ,2 years,RENT,40000.0,Source Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24054950,,debt_consolidation,Debt consolidation,151xx,PA,18.72,0.0,Oct-1998,2.0,,,11.0,0.0,21857.0,72.4,20.0,w,7995.92,7995.92,8247.72,8247.72,5504.08,2743.64,0.0,0.0,0.0,Jan-2016,485.16,Feb-2016,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,21857.0,,,,,,,,,,,,30200.0,,,
2476708,2969037,31300.0,31300.0,31225.0, 60 months,23.28,887.41,F,F2,USCG Fire Dept,2 years,RENT,70000.0,Verified,Dec-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2476708,  Borrower added on 12/15/12 > I would like to use this money to pay off several debts and consolidate them into one monthly payment. I have accumulated this debt with classes and education that i needed to get into my current position and future advancement. This loan allows future finical ease &amp; stability for my family and me.<br>,debt_consolidation,Consolidation loan,996xx,AK,25.44,0.0,Oct-2001,1.0,,,8.0,0.0,32227.0,93.9,24.0,f,0.0,0.0,40258.5394047,40162.03,31300.0,8958.54,0.0,0.0,0.0,May-2014,27012.13,,May-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,73996.0,,,,,,,,,,,,34318.0,,,
59082660,62970458,21000.0,21000.0,21000.0, 36 months,13.99,717.63,C,C4,MD,2 years,MORTGAGE,210000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59082660,,debt_consolidation,Debt consolidation,186xx,PA,20.77,0.0,Sep-1988,2.0,,,15.0,0.0,31769.0,79.2,34.0,w,19075.45,19075.45,2829.72,2829.72,1924.55,905.17,0.0,0.0,0.0,Jan-2016,717.63,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,156356.0,,,,,,,,,,,,40100.0,,,
64109752,68540549,24000.0,24000.0,24000.0, 60 months,14.33,562.56,C,C5,Bartender,4 years,RENT,75000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64109752,,debt_consolidation,Debt consolidation,460xx,IN,20.36,0.0,Jul-1969,2.0,24.0,,14.0,0.0,16371.0,39.4,24.0,w,23444.78,23444.78,1096.46,1096.46,555.22,541.24,0.0,0.0,0.0,Jan-2016,562.56,Feb-2016,Jan-2016,0.0,24.0,1.0,INDIVIDUAL,,,,0.0,898.0,50508.0,,,,,,,,,,,,41600.0,,,
5944784,7416939,25000.0,25000.0,24975.0, 60 months,15.88,606.36,C,C4,U.S.P.S.,10+ years,RENT,75000.0,Source Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5944784,  Borrower added on 06/21/13 > Consolidate bills<br>,debt_consolidation,Debt consolidation,945xx,CA,20.94,1.0,Sep-1990,0.0,6.0,,18.0,0.0,16622.0,29.9,30.0,f,14935.55,14920.59,18186.39,18168.24,10064.45,8121.94,0.0,0.0,0.0,Jan-2016,606.36,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,48961.0,,,,,,,,,,,,55500.0,,,
13687446,15739793,35000.0,35000.0,34950.0, 60 months,18.92,906.38,D,D4,"RN,  staff 2",10+ years,MORTGAGE,230000.0,Source Verified,Apr-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13687446,,home_improvement,Home improvement,950xx,CA,9.64,1.0,May-2001,3.0,8.0,,13.0,0.0,7569.0,35.4,39.0,f,26254.61,26217.11,19033.98,19006.79,8745.39,10288.59,0.0,0.0,0.0,Jan-2016,906.38,Feb-2016,Jan-2016,0.0,8.0,1.0,INDIVIDUAL,,,,0.0,0.0,765559.0,,,,,,,,,,,,21400.0,,,
58963310,62805026,5000.0,5000.0,5000.0, 36 months,9.99,161.32,B,B3,prod. supvr.,10+ years,MORTGAGE,45000.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58963310,,credit_card,Credit card refinancing,337xx,FL,18.48,0.0,Jul-2006,1.0,50.0,,17.0,0.0,4741.0,39.5,27.0,w,4515.21,4515.21,642.5,642.5,484.79,157.71,0.0,0.0,0.0,Jan-2016,161.32,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,849.0,9676.0,,,,,,,,,,,,12000.0,,,
46812378,49960100,10000.0,10000.0,10000.0, 36 months,8.18,314.2,B,B1,Maintenance Tech,5 years,MORTGAGE,33000.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46812378,,debt_consolidation,Debt consolidation,081xx,NJ,16.33,0.0,Mar-2005,1.0,56.0,,5.0,0.0,8548.0,77.0,13.0,f,7984.13,7984.13,2504.51,2504.51,2015.87,488.64,0.0,0.0,0.0,Dec-2015,314.2,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,1088.0,126888.0,,,,,,,,,,,,11100.0,,,
51197214,54606991,10800.0,10800.0,10800.0, 36 months,11.53,356.3,B,B5,Manager,10+ years,RENT,49000.0,Not Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51197214,,debt_consolidation,Debt consolidation,117xx,NY,23.83,0.0,Feb-1998,0.0,29.0,,12.0,0.0,15284.0,72.1,18.0,w,8980.51,8980.51,2480.26,2480.26,1819.49,660.77,0.0,0.0,0.0,Jan-2016,356.3,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,33685.0,,,,,,,,,,,,21200.0,,,
3357489,4171135,2800.0,2800.0,2800.0, 36 months,17.27,100.21,C,C5,MICHAELS ORGANIZATIO,3 years,RENT,30000.0,Source Verified,Feb-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3357489,,debt_consolidation,PAYOFF THE CREDIT CARDS,084xx,NJ,2.2,0.0,Jan-2009,1.0,,,10.0,0.0,2552.0,21.3,10.0,w,0.0,0.0,3578.71,3578.71,2800.0,778.71,0.0,0.0,0.0,Aug-2015,672.62,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,2552.0,,,,,,,,,,,,12000.0,,,
21320048,23632960,13000.0,13000.0,13000.0, 36 months,11.67,429.74,B,B4,Supervisor ,10+ years,RENT,40768.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21320048,,credit_card,Credit card refinancing,951xx,CA,17.6,0.0,Sep-1996,0.0,,,9.0,0.0,11078.0,79.1,14.0,w,7422.29,7422.29,7305.58,7305.58,5577.71,1727.87,0.0,0.0,0.0,Dec-2015,429.74,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,49646.0,,,,,,,,,,,,14000.0,,,
51006901,54396680,20000.0,20000.0,20000.0, 60 months,19.19,520.91,E,E3,Building Engineer,2 years,RENT,71000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51006901,,debt_consolidation,Debt consolidation,601xx,IL,23.68,0.0,Apr-1991,2.0,,,14.0,0.0,24364.0,71.9,23.0,w,18523.11,18523.11,3625.05,3625.05,1476.89,2148.16,0.0,0.0,0.0,Jan-2016,520.91,Feb-2016,Jun-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,65014.0,,,,,,,,,,,,33900.0,,,
14478617,16540941,35000.0,35000.0,35000.0, 36 months,17.57,1257.8,D,D2,Sr. Program Manager,10+ years,MORTGAGE,130800.0,Verified,Apr-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14478617,,medical,Medical expenses,980xx,WA,13.03,1.0,Dec-1991,0.0,16.0,,13.0,0.0,9361.0,46.3,49.0,f,16828.84,16828.84,26413.8,26413.8,18171.16,8242.64,0.0,0.0,0.0,Jan-2016,1257.8,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,341501.0,,,,,,,,,,,,20200.0,,,
17282984,19415521,12075.0,12075.0,12075.0, 36 months,14.99,418.53,C,C5,Receiving,10+ years,MORTGAGE,55000.0,Verified,May-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17282984,,debt_consolidation,Debt consolidation,307xx,GA,21.78,0.0,Jun-1996,1.0,28.0,,12.0,0.0,12189.0,59.0,23.0,f,0.0,0.0,13814.71,13814.71,12075.0,1739.71,0.0,0.0,0.0,Jul-2015,8792.35,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,81126.0,,,,,,,,,,,,20724.0,,,
21211397,23514189,34025.0,34025.0,34025.0, 36 months,12.49,1138.1,B,B5,Human Resource Manager,1 year,OWN,74000.0,Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21211397,,debt_consolidation,Debt consolidation,441xx,OH,23.94,0.0,Aug-2000,1.0,,,14.0,0.0,21367.0,69.1,52.0,f,19528.11,19528.11,19347.7,19347.7,14496.89,4850.81,0.0,0.0,0.0,Jan-2016,1138.1,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,243074.0,,,,,,,,,,,,30900.0,,,
20538962,22811736,14000.0,14000.0,14000.0, 60 months,15.61,337.56,D,D1,Teacher,< 1 year,RENT,135000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20538962,,debt_consolidation,Debt consolidation,773xx,TX,11.85,0.0,May-1996,1.0,,,9.0,0.0,13605.0,67.0,21.0,f,10870.1,10870.1,6076.08,6076.08,3129.9,2946.18,0.0,0.0,0.0,Jan-2016,337.56,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,78972.0,,,,,,,,,,,,20300.0,,,
838579,1048683,3600.0,3600.0,3600.0, 36 months,11.49,118.7,B,B4,RR Donnelley,3 years,RENT,45000.0,Not Verified,Aug-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=838579,"  Borrower added on 08/05/11 > I am moving from Charlotte, NC to Cleveland, OH for my job.<br/>",moving,Moving Loan,297xx,SC,23.39,0.0,Dec-2003,1.0,39.0,31.0,12.0,1.0,3506.0,48.0,15.0,f,0.0,0.0,4271.298767,4271.3,3600.0,671.3,0.0,0.0,0.0,Aug-2014,126.4,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
8999685,10791524,16000.0,16000.0,16000.0, 60 months,22.4,445.55,E,E3,,,MORTGAGE,49502.0,Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8999685,,credit_card,credit card free,638xx,MO,12.48,0.0,Sep-1997,0.0,,,10.0,0.0,14203.0,92.2,21.0,f,11374.72,11374.72,11138.27,11138.27,4625.28,6512.99,0.0,0.0,0.0,Dec-2015,445.55,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,144073.0,,,,,,,,,,,,15400.0,,,
65701249,70333963,24000.0,24000.0,24000.0, 60 months,18.2,612.06,E,E1,Pastor,10+ years,RENT,60000.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65701249,,other,Other,775xx,TX,31.21,0.0,Mar-1967,0.0,52.0,,7.0,0.0,4352.0,58.8,19.0,f,23751.94,23751.94,563.53,563.53,248.06,315.47,0.0,0.0,0.0,Jan-2016,612.06,Feb-2016,Jan-2016,0.0,52.0,1.0,INDIVIDUAL,,,,0.0,0.0,41387.0,,,,,,,,,,,,7400.0,,,
12265175,14257331,5000.0,5000.0,4975.0, 36 months,12.49,167.25,B,B4,Field Tech,10+ years,MORTGAGE,35000.0,Verified,Feb-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12265175,  Borrower added on 02/21/14 > Unfortunately I'm having trouble getting a schedule together for bill payments and I miss some of my creditors.  I want to consolidate into one monthly payment for easepf payments and savings per month.<br>,debt_consolidation,Debt consolidation,433xx,OH,10.6,2.0,Mar-2000,1.0,12.0,13.0,10.0,2.0,2852.0,29.7,20.0,f,2168.21,2157.37,3679.5,3661.1,2831.79,847.71,0.0,0.0,0.0,Dec-2015,167.25,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,88173.0,,,,,,,,,,,,9600.0,,,
65394643,69981442,10000.0,10000.0,10000.0, 36 months,8.18,314.2,B,B1,Driver,10+ years,MORTGAGE,50000.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65394643,,credit_card,Credit card refinancing,054xx,VT,19.16,0.0,Apr-2004,2.0,,,14.0,0.0,9434.0,21.8,38.0,w,9753.97,9753.97,323.29,323.29,246.03,77.26,0.0,0.0,0.0,Dec-2015,327.83,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,202017.0,,,,,,,,,,,,43200.0,,,
